word,positive_count,negative_count,part_of_speech
played,3,37,NNS
laid,3,37,NN
newsom,2,37,NN
dealt,5,37,NN
meal,10,37,NN
decision,4,37,NN
commit,10,37,NN
hospitals,4,37,NNS
forget,8,37,NN
equipment,3,37,NN
hanging,1,37,VBG
focused,9,37,VBN
touching,6,37,VBG
forcing,3,37,VBG
reached,6,37,VBN
porters,2,36,NNS
overnight,0,36,NN
priority,5,36,NN
coffee,4,36,NN
hadnt,7,36,NN
phase,6,36,NN
enforce,3,36,NN
kinds,2,36,NNS
wasco,5,36,NN
sisters,14,36,NNS
maximum,4,36,NN
criminals,7,36,NNS
cancer,4,36,NN
hurts,3,36,NNS
blue,8,36,NN
compassion,8,36,NN
decisions,11,36,NNS
hundred,5,36,VBN
mixing,0,36,VBG
brain,1,35,NN
wind,3,35,NN
goal,9,35,NN
booster,3,35,NN
cry,3,35,NN
regard,2,35,NN
cure,2,35,NN
itll,2,35,NN
maam,0,35,NN
standard,5,35,NN
surprise,9,35,NN
foot,6,35,NN
cage,5,35,NN
mistake,5,35,NN
overcome,9,35,NN
charges,2,35,NNS
crew,5,35,NN
angeles,10,35,NNS
earth,15,35,NN
hide,0,35,NN
degrees,3,35,NNS
helpful,11,35,NN
brief,6,35,NN
enforced,1,35,VBN
treating,5,35,VBG
designated,1,35,VBN
recovered,6,35,VBN
freezing,1,35,VBG
exposing,1,35,VBG
corcoran,2,34,NN
organization,6,34,NN
radio,7,34,NN
cellie,7,34,NN
wipe,4,34,NN
kid,8,34,NN
warm,3,34,NN
homeless,4,34,NN
foremost,14,34,NN
born,17,34,NN
vital,0,34,NN
slip,5,34,NN
trash,1,34,NN
greetings,11,34,NNS
yall,4,34,NN
position,8,34,NN
spreads,0,34,NNS
complications,2,34,NNS
allows,8,34,NNS
gang,11,34,NN
aspect,2,34,NN
causes,0,34,NNS
wed,3,34,NN
limit,3,34,NN
names,4,34,NNS
sack,2,34,NN
personnel,2,34,NNS
pills,1,34,NNS
perspective,9,34,NN
relationships,7,34,NNS
protected,3,34,VBN
stating,3,34,VBG
locking,4,34,VBG
infecting,0,34,VBG
breaking,4,34,VBG
enclosed,5,34,VBN
lasted,1,34,VBN
assigned,3,34,VBN
pen,8,34,VB
reports,6,33,NNS
diego,5,33,NN
drive,11,33,NN
male,5,33,NN
girlfriend,8,33,NN
becomes,4,33,NNS
documents,4,33,NNS
track,12,33,NN
frustration,6,33,NN
terms,4,33,NNS
credit,4,33,NN
gun,3,33,NN
grown,7,33,NN
carry,9,33,NN
attend,9,33,NN
claim,1,33,NN
contain,1,33,NN
herd,2,33,NN
folsom,2,33,NN
delayed,2,33,NNS
heat,3,33,NN
extreme,3,33,NN
lead,7,33,NN
spirit,16,33,NN
jpay,4,33,NN
deny,0,33,NN
careful,4,33,NN
crying,7,33,VBG
hurting,3,33,VBG
dropped,7,33,VBD
creating,3,33,VBG
throwing,8,33,VBG
dining,2,33,VBG
sleeping,4,33,VBG
grounds,5,32,NNS
spending,3,32,NN
negatives,0,32,NNS
adequate,2,32,NN
stick,2,32,NN
recovery,2,32,NN
dose,7,32,NN
agree,8,32,NN
lifer,3,32,NN
mule,2,32,NN
threat,7,32,NN
encourage,14,32,NN
volunteers,7,32,NNS
consideration,3,32,NN
benefit,4,32,NN
drinking,4,32,NN
toilets,1,32,NNS
windows,4,32,NNS
repeat,2,32,NN
proof,6,32,NN
attorneys,4,32,NNS
thrown,2,32,NN
describe,2,32,NN
tiers,1,32,NNS
parts,6,32,NNS
alcohol,3,32,NN
assignments,3,32,NNS
waste,5,32,NN
missed,6,32,VBN
requested,2,32,VBN
included,6,32,VBD
studying,10,32,VBG
granted,5,32,VBN
enforcing,1,32,VBG
wing,3,32,VBG
lifted,3,32,VBN
depends,3,31,NNS
routine,7,31,NN
santa,6,31,NN
activity,3,31,NN
evidence,2,31,NN
familys,9,31,NN
ass,3,31,NN
helpless,2,31,NN
uses,6,31,NNS
victim,5,31,NN
neighbor,9,31,NN
probation,4,31,NN
rates,2,31,NNS
creek,4,31,NN
view,12,31,NN
retaliation,1,31,NN
threw,3,31,NN
lies,2,31,NNS
gain,7,31,NN
perfect,6,31,NN
tank,2,31,NN
summer,4,31,NN
smart,0,31,NN
assist,8,31,NN
newspaper,1,31,NN
minor,7,31,NN
houses,2,31,NNS
funds,0,31,NNS
sanitize,3,31,VB
placing,6,31,VBG
fucking,1,31,VBG
managed,3,31,VBN
expose,1,31,VB
ensure,2,31,VB
growing,11,31,VBG
participate,7,31,VB
survived,3,31,VBN
confused,1,31,VBN
add,10,31,VB
connection,4,30,NN
tuesday,1,30,NN
counties,2,30,NNS
dollar,6,30,NN
search,2,30,NN
appeals,2,30,NNS
healthcare,3,30,NN
grace,6,30,NN
papers,1,30,NNS
tax,1,30,NN
painful,10,30,NN
emotions,7,30,NNS
cross,3,30,NN
bathrooms,1,30,NNS
sheets,4,30,NNS
conversation,7,30,NN
fail,2,30,NN
drop,4,30,NN
lady,5,30,NN
ease,9,30,NN
cameras,2,30,NNS
field,3,30,NN
dog,5,30,NN
steps,6,30,NNS
choices,10,30,NNS
arrest,4,30,NN
cmc,5,30,NN
admit,5,30,NN
chances,4,30,NNS
offender,3,30,NN
dude,2,30,NN
worrying,5,30,VBG
posted,4,30,VBN
intended,2,30,VBN
ongoing,4,30,VBG
emptied,0,30,VBN
recording,3,30,VBG
compared,2,30,VBN
remaining,3,30,VBG
believed,5,30,VBN
kicked,2,30,VBN
homework,5,29,NN
responsibility,11,29,NN
location,1,29,NN
substance,3,29,NN
medications,1,29,NNS
lawyers,2,29,NNS
max,1,29,NN
innocent,8,29,NN
chapel,0,29,NN
manage,13,29,NN
maintenance,1,29,NN
suppose,0,29,NN
diabetes,1,29,NNS
separation,1,29,NN
politics,8,29,NNS
oclock,3,29,NN
advocate,2,29,NN
bag,4,29,NN
addiction,4,29,NN
gyms,1,29,NN
jump,1,29,NN
attacks,0,29,NNS
offenders,2,29,NNS
christ,9,29,NN
prove,4,29,NN
zoom,3,29,NN
sergeants,1,29,NNS
protecting,5,29,VBG
threatened,5,29,VBN
knocked,2,29,VBN
sanitized,4,29,VBN
violated,1,29,VBN
covering,2,29,VBG
responded,1,29,VBD
delivered,3,29,VBN
turning,3,29,VBG
grew,7,29,VBD
picking,4,29,VBG
pushed,5,29,VBN
appreciated,12,29,VBN
strict,4,28,NN
dudes,3,28,NNS
female,3,28,NN
runs,2,28,NNS
disinfect,4,28,NN
bother,2,28,NN
confusion,5,28,NN
basketball,9,28,NN
dumb,1,28,NN
roof,4,28,NN
sides,6,28,NNS
neck,5,28,NN
immediate,2,28,NN
disaster,2,28,NN
lockdowns,4,28,NNS
consequences,6,28,NNS
intake,4,28,NN
tonight,1,28,NN
sheriffs,0,28,NNS
sandwiches,4,28,NNS
war,12,28,NN
conviction,4,28,NN
regulations,1,28,NNS
corrupt,2,28,NN
vent,3,28,NN
prepare,2,28,NN
understood,4,28,NN
porter,3,28,NN
incident,1,28,NN
grandma,5,28,NN
respiratory,4,28,NN
battle,5,28,NN
hungry,5,28,NN
riverside,0,28,NN
loud,5,28,NN
covered,6,28,VBN
fixed,0,28,VBN
carrying,6,28,VBG
segregated,1,28,VBN
killing,7,28,VBG
touched,4,28,VBN
socalled,0,28,VBN
preexisting,2,28,VBG
stopping,1,28,VBG
separating,1,28,VBG
trapped,7,28,VBN
amazing,12,28,VBG
waited,2,28,VBD
color,5,27,NN
birthday,2,27,NN
reporting,2,27,NN
fake,4,27,NN
humans,9,27,NNS
sheriff,1,27,NN
youth,6,27,NN
fix,3,27,NN
acts,4,27,NNS
prayer,13,27,NN
advantage,7,27,NN
blankets,1,27,NNS
materials,1,27,NNS
wise,3,27,NN
enforcement,1,27,NN
tent,3,27,NN
sight,4,27,NN
laugh,5,27,NN
hunger,2,27,NN
nightmare,7,27,NN
restroom,2,27,NN
split,0,27,NN
turns,3,27,NNS
mothers,8,27,NNS
odd,1,27,NN
expected,7,27,VBN
facing,11,27,VBG
finished,12,27,VBN
submitted,0,27,VBN
cutting,2,27,VBG
prevented,1,27,VBN
suspended,2,27,VBN
ged,4,27,VBN
paroled,1,27,VBN
subjected,0,27,VBN
handed,6,27,VBN
distanced,2,27,VBN
afternoon,2,26,NN
decades,0,26,NNS
victims,4,26,NNS
escape,4,26,NN
skin,0,26,NN
union,2,26,NN
fights,4,26,NNS
shape,8,26,NN
grow,6,26,NN
clinic,1,26,NN
proximity,1,26,NN
opportunities,4,26,NNS
uncertainty,9,26,NN
closing,1,26,NN
wheres,1,26,NNS
brings,10,26,NNS
income,0,26,NN
highrisk,4,26,NN
official,2,26,NN
america,9,26,NN
portions,2,26,NNS
unfortunate,6,26,NN
mens,2,26,NNS
wonderful,16,26,NN
indifference,0,26,NN
monitor,2,26,NN
increase,1,26,NN
road,6,26,NN
adjust,1,26,NN
careless,4,26,NN
art,7,26,NN
ear,3,26,NN
occur,2,26,NN
cop,2,26,NN
cdcrs,0,26,NN
isolating,3,26,VBG
notified,1,26,VBN
faced,3,26,VBN
raised,13,26,VBN
crowded,3,26,VBN
rolled,0,26,VBN
trained,3,26,VBN
yelling,0,26,VBG
movie,10,25,NN
fit,8,25,NN
forms,3,25,NNS
roommate,0,25,NN
source,2,25,NN
assault,3,25,NN
fingers,3,25,NNS
china,11,25,NN
whatnot,1,25,NN
overtime,1,25,NN
progress,5,25,NN
inform,6,25,NN
supply,1,25,NN
decide,11,25,NN
brothers,16,25,NNS
adult,6,25,NN
sardines,3,25,NNS
sections,0,25,NNS
purposes,3,25,NNS
harm,4,25,NN
credits,7,25,NNS
corruption,2,25,NN
manner,7,25,NN
observation,1,25,NN
code,1,25,NN
robbery,5,25,NN
shu,7,25,NN
energy,11,25,NN
swabs,0,25,NNS
holidays,8,25,NNS
submit,1,25,NN
implement,1,25,NN
chaos,5,25,NN
arm,3,25,NN
humanity,13,25,NN
blocks,2,25,NNS
attitudes,2,25,NNS
mandate,0,25,NN
efforts,12,25,NNS
challenging,3,25,VBG
denying,1,25,VBG
appear,3,25,VB
cared,2,25,VBN
drawing,9,25,VBG
connected,8,25,VBN
bologna,2,24,NN
forgotten,9,24,NNS
wardens,2,24,NNS
releases,2,24,NNS
disinfectants,3,24,NNS
factors,2,24,NNS
events,6,24,NNS
deputy,4,24,NN
calm,4,24,NN
stood,6,24,NN
technology,2,24,NN
instructions,3,24,NNS
plastic,4,24,NN
slept,1,24,NN
crap,1,24,NN
spot,4,24,NN
citizens,5,24,NNS
path,8,24,NN
citizen,2,24,NN
injury,2,24,NN
proud,9,24,NN
advice,12,24,NN
kern,4,24,NN
prayers,17,24,NNS
seconds,4,24,NNS
belief,4,24,NN
statewide,2,24,NN
blessings,17,24,NNS
shoes,7,24,NNS
cellies,0,24,NNS
delta,3,24,NN
protest,2,24,NN
recover,5,24,NN
interaction,2,24,NN
quality,5,24,NN
charged,6,24,VBN
answered,2,24,VBN
complained,2,24,VBD
falling,4,24,VBG
increased,2,24,VBN
contacted,0,24,VBN
depending,1,24,VBG
arriving,0,24,VBG
seeking,8,24,VBG
shutting,3,24,VBG
cards,3,23,NNS
variant,3,23,NN
minimal,1,23,NN
background,6,23,NN
selfish,6,23,NN
floors,1,23,NNS
ends,5,23,NNS
shifts,0,23,NNS
minds,6,23,NNS
lawsuit,1,23,NN
pains,4,23,NNS
sheet,0,23,NN
writeup,3,23,NN
reckless,2,23,NN
operations,3,23,NNS
bills,7,23,NNS
sprayed,1,23,NN
struggles,8,23,NNS
journey,11,23,NN
accurate,1,23,NN
claimed,1,23,NN
inhumane,4,23,NN
nonexistent,1,23,NN
university,3,23,NN
severity,3,23,NN
bread,5,23,NN
review,1,23,NN
longterm,1,23,NN
videos,1,23,NNS
occasions,3,23,NNS
rehabilitative,6,23,NN
bottles,0,23,NNS
precaution,6,23,NN
hostile,2,23,NN
exchange,2,23,NN
stage,6,23,NN
somebodys,0,23,NN
town,5,23,NN
creates,2,23,NNS
reply,4,23,NN
mild,8,23,NN
sweats,2,23,NNS
cup,3,23,NN
cube,0,23,NN
consistent,3,23,NN
christian,5,23,NN
halfway,2,23,NN
privilege,2,23,NN
stays,3,23,NNS
delay,1,23,NN
lines,6,23,NNS
movements,3,23,NNS
shock,5,23,NN
woke,4,23,NN
schools,5,23,NNS
pulling,1,23,VBG
interacting,3,23,VBG
entering,3,23,VBG
shuffled,2,23,VBN
answering,5,23,VBG
completed,4,23,VBN
frustrated,2,23,VBN
acting,1,23,VBG
issuing,2,23,VBG
stepped,5,23,VBD
boy,5,22,NN
oversight,0,22,NN
supervisors,1,22,NNS
tend,7,22,NN
witness,5,22,NN
hardship,4,22,NN
chose,5,22,NN
industry,1,22,NN
lay,1,22,NN
seriousness,3,22,NN
jeopardy,3,22,NN
round,2,22,NN
weapon,6,22,NN
requests,1,22,NNS
shouldve,2,22,NN
responses,4,22,NNS
ambulance,1,22,NN
filing,4,22,NN
lazy,5,22,NN
catches,1,22,NNS
clots,0,22,NNS
conversations,3,22,NNS
towels,0,22,NNS
symptom,0,22,NN
meat,2,22,NN
handful,1,22,NN
grade,2,22,NN
details,2,22,NNS
racism,4,22,NN
girls,2,22,NNS
developed,8,22,NN
threaten,2,22,NNS
purchase,2,22,NN
nursing,0,22,NN
ate,3,22,NN
thousand,2,22,NN
wears,2,22,NNS
cousin,4,22,NN
pal,4,22,NN
bags,3,22,NNS
worries,6,22,NNS
viruses,4,22,NNS
organizations,6,22,NNS
californias,3,22,NN
contamination,1,22,NN
target,3,22,NN
screen,3,22,NN
exist,2,22,NN
east,6,22,NN
pleasant,7,22,NN
rare,0,22,NN
educate,4,22,NN
gods,14,22,NNS
germs,3,22,NNS
solutions,2,22,NNS
conduct,6,22,NN
desert,7,22,NN
shortness,2,22,NN
e,2,22,NN
records,3,22,NNS
decent,4,22,NN
pill,3,22,NN
kicking,1,22,VBG
shipped,2,22,VBN
named,8,22,VBN
shown,2,22,VBN
extended,5,22,VBN
attempting,3,22,VBG
escorted,1,22,VBN
rolling,2,22,VBG
backed,2,22,VBD
cart,3,21,NN
west,1,21,NN
scare,3,21,NN
awareness,8,21,NN
deeply,9,21,NN
riot,5,21,NN
skype,5,21,NN
channels,1,21,NNS
deliberate,0,21,NN
endure,4,21,NN
function,0,21,NN
professor,7,21,NN
range,1,21,NN
psych,2,21,NN
crowd,1,21,NN
labor,5,21,NN
penpal,7,21,NN
pop,1,21,NN
committee,1,21,NN
envelope,4,21,NN
thick,2,21,NN
detention,1,21,NN
studies,13,21,NNS
runny,0,21,NN
determine,4,21,NN
taxpayers,0,21,NNS
price,1,21,NN
challenge,15,21,NN
science,10,21,NN
suit,4,21,NN
metal,5,21,NN
itd,2,21,NN
folks,1,21,NNS
fatigue,0,21,NN
soul,15,21,NN
smile,17,21,NN
denial,3,21,NN
twoman,3,21,NN
seek,5,21,NN
kindness,7,21,NN
concrete,6,21,NN
incompetent,1,21,NN
dormitory,1,21,NN
objective,3,21,NN
strikes,3,21,NNS
ice,2,21,NN
bs,4,21,NN
research,2,21,NN
emails,4,21,NNS
aa,8,21,NN
rehabilitate,2,21,NN
muscle,0,21,NN
coughs,1,21,NNS
quicker,4,21,NN
faster,3,21,NN
clue,1,21,NN
feb,1,21,NN
travel,4,21,NN
elses,2,21,NNS
slammed,1,21,VBN
expressed,7,21,VBN
requesting,2,21,VBG
addressed,3,21,VBN
maintaining,3,21,VBG
remained,2,21,VBD
pending,2,21,VBG
appeared,4,21,VBD
saved,4,21,VBN
enrolled,4,21,VBN
disinfecting,2,21,VBG
pertaining,6,21,VBG
monitored,0,21,VBD
resulting,1,21,VBG
qualify,0,21,VB
heads,0,20,NNS
rumors,1,20,NNS
neighbors,1,20,NNS
outcome,7,20,NN
announcement,0,20,NN
key,1,20,NN
agenda,2,20,NN
counting,3,20,NN
grandmother,2,20,NN
taught,7,20,NN
memo,2,20,NN
internet,4,20,NN
reforms,5,20,NNS
rj,1,20,NN
factor,5,20,NN
amendment,2,20,NN
argue,2,20,NN
enemy,9,20,NN
lol,9,20,NN
mercy,4,20,NN
land,3,20,NN
packets,4,20,NNS
ears,4,20,NNS
shirt,3,20,NN
enter,2,20,NN
therapy,5,20,NN
finger,1,20,NN
temp,4,20,NN
writes,2,20,NNS
toothpaste,0,20,NN
brown,2,20,NN
sell,2,20,NN
wild,6,20,NN
burden,1,20,NN
variants,3,20,NNS
movies,3,20,NNS
prop,3,20,NN
diarrhea,2,20,NN
appetite,1,20,NN
shampoo,1,20,NN
leg,3,20,NN
begins,2,20,NNS
stomach,4,20,NN
blew,4,20,NN
bullshit,0,20,NN
lung,3,20,NN
peers,7,20,NNS
survival,8,20,NN
thursday,3,20,NN
whove,1,20,NN
til,1,20,NN
tvs,1,20,NNS
ie,2,20,NN
bones,2,20,NNS
boxes,0,20,NNS
restriction,3,20,NN
prefer,3,20,NN
fifth,6,20,NN
bail,2,20,NN
empathy,12,20,NN
admitted,3,20,VBN
sentencing,3,20,VBG
educated,2,20,VBN
instructed,0,20,VBN
begun,3,20,VBN
threatening,3,20,VBG
disinfected,4,20,VBN
pissed,0,20,VBN
violating,0,20,VBG
replaced,1,20,VBN
accepting,2,20,VBG
resulted,4,20,VBD
blamed,1,20,VBN
assaulted,1,20,VBN
practicing,3,20,VBG
screaming,1,20,VBG
washed,4,20,VBN
nasal,3,19,NN
cuts,1,19,NNS
millions,3,19,NNS
dogs,3,19,NNS
remedy,1,19,NN
bunkie,4,19,NN
prayed,8,19,NN
covidfree,1,19,NN
blowing,2,19,NN
kiss,7,19,NN
plans,4,19,NNS
reaches,2,19,NNS
react,1,19,NN
daughters,7,19,NNS
closest,1,19,NN
bought,4,19,NN
prices,2,19,NNS
habeas,0,19,NNS
respectful,2,19,NN
beast,2,19,NN
belongings,3,19,NNS
supervisor,1,19,NN
cents,0,19,NNS
chuckawalla,0,19,NN
telephones,1,19,NNS
nation,7,19,NN
torture,3,19,NN
homes,5,19,NNS
milk,3,19,NN
mold,1,19,NN
workout,8,19,NN
raise,4,19,NN
gangs,7,19,NNS
title,3,19,NN
salinas,4,19,NNS
supreme,3,19,NN
communities,4,19,NNS
quarantines,1,19,NNS
recall,2,19,NN
ball,1,19,NN
breakout,0,19,NN
role,4,19,NN
neglect,0,19,NN
teeth,2,19,NNS
budget,2,19,NN
asleep,1,19,NN
desk,2,19,NN
camera,2,19,NN
dental,0,19,NN
influence,2,19,NN
heaven,4,19,NN
lieutenant,1,19,NN
site,2,19,NN
felony,2,19,NN
nah,0,19,NN
mix,2,19,NN
defender,1,19,NN
awful,3,19,NN
hair,1,19,NN
train,1,19,NN
dizzy,1,19,NN
institute,0,19,NN
character,4,19,NN
businesses,4,19,NNS
unfair,0,19,NN
detail,3,19,NN
stands,4,19,NNS
investigate,1,19,NN
event,4,19,NN
expecting,0,19,VBG
entered,3,19,VBN
hospitalized,3,19,VBN
promised,2,19,VBN
rehabilitated,1,19,VBN
processed,6,19,VBN
responding,0,19,VBG
obtain,6,19,VB
committing,1,19,VBG
opposed,1,19,VBN
apologize,4,19,VB
assume,2,19,VB
awaiting,4,19,VBG
troubling,3,19,VBG
tied,3,19,VBN
transporting,1,19,VBG
ptsd,8,18,NN
pair,2,18,NN
desire,9,18,NN
gymnasium,1,18,NN
theo,3,18,NN
refusal,2,18,NN
riots,0,18,NNS
trials,6,18,NNS
module,0,18,NN
shop,1,18,NN
drops,1,18,NNS
fan,3,18,NN
gtl,3,18,NN
medium,5,18,NN
threats,0,18,NNS
documentation,1,18,NN
staffs,1,18,NNS
accountability,2,18,NN
americans,4,18,NNS
powerless,1,18,NN
chief,0,18,NN
weakness,0,18,NN
escort,1,18,NN
operate,1,18,NN
spoken,6,18,NN
non,0,18,NN
channel,4,18,NNS
pieces,3,18,NNS
benefits,3,18,NNS
debt,3,18,NN
moms,6,18,NNS
afterwards,3,18,NNS
construction,2,18,NN
disrespectful,1,18,NN
ironwood,3,18,NN
stamp,2,18,NN
ccwf,1,18,NN
sober,4,18,NN
director,1,18,NN
passes,5,18,NNS
operation,1,18,NN
appropriate,2,18,NN
twoweek,2,18,NN
boss,5,18,NN
agreement,0,18,NN
operating,0,18,NN
yell,0,18,NN
harsh,4,18,NN
challenges,11,18,NNS
gear,0,18,NN
courage,5,18,NN
page,3,18,NN
structure,3,18,NN
bill,2,18,NN
cuz,1,18,NN
rjd,2,18,NN
switch,0,18,NN
professionals,1,18,NNS
mainline,1,18,NN
weather,1,18,NN
agency,0,18,NN
dies,1,18,NNS
disregard,0,18,NN
planning,3,18,NN
cleaner,0,18,NN
suck,1,18,NN
approach,3,18,NN
arrival,4,18,NN
sneezing,2,18,VBG
stressing,3,18,VBG
afforded,1,18,VBD
apply,1,18,VB
occupied,3,18,VBN
rehoused,2,18,VBN
rising,1,18,VBG
collecting,5,18,VBG
applied,3,18,VBN
faces,4,18,VBZ
introduced,2,18,VBN
graduated,6,18,VBN
devastating,2,18,VBG
advised,2,18,VBN
continuing,3,18,VBG
excited,7,18,VBN
showering,0,18,VBG
surviving,5,18,VBG
mates,0,17,NNS
lieutenants,1,17,NNS
kiosk,1,17,NN
distress,2,17,NN
se,2,17,NN
alert,4,17,NN
statistics,3,17,NNS
honor,3,17,NN
dust,1,17,NN
conservation,4,17,NN
achieve,4,17,NN
peanut,2,17,NN
shutdown,3,17,NN
shortage,3,17,NN
cheap,3,17,NN
nerve,1,17,NN
shoulder,1,17,NN
po,2,17,NN
paycheck,0,17,NN
beg,0,17,NN
dayrooms,0,17,NNS
cim,1,17,NN
hearts,5,17,NNS
teach,4,17,NN
writeups,0,17,NNS
discrimination,0,17,NN
leads,0,17,NNS
lawsuits,1,17,NNS
fought,3,17,NN
meditation,2,17,NN
preventative,2,17,NN
exists,0,17,NNS
theory,4,17,NN
weekends,2,17,NNS
apparent,1,17,NN
district,3,17,NN
adapt,4,17,NN
pandemics,2,17,NNS
surfaces,0,17,NNS
proven,3,17,NN
style,3,17,NN
juvenile,4,17,NN
sierra,4,17,NN
milestones,0,17,NNS
season,6,17,NN
conspiracy,1,17,NN
disorder,3,17,NN
rats,0,17,NNS
punish,2,17,NN
corner,2,17,NN
noses,0,17,NNS
prescribed,0,17,NNS
suicidal,2,17,NN
caller,0,17,NN
leaves,5,17,NNS
patience,6,17,NN
blow,0,17,NN
conflict,2,17,NN
slight,1,17,NN
chronic,1,17,NN
description,0,17,NN
fruit,3,17,NN
tragedy,3,17,NN
fears,5,17,NNS
opinions,1,17,NNS
artwork,4,17,NN
coverings,1,17,NNS
sends,1,17,NNS
butter,2,17,NN
celled,1,17,VBN
attached,1,17,VBN
explaining,5,17,VBG
canceled,1,17,VBN
equipped,0,17,VBN
blaming,0,17,VBG
sanitizing,4,17,VBG
slowed,4,17,VBD
supplied,2,17,VBN
shaking,4,17,VBG
searching,3,17,VBG
hitting,4,17,VBG
lied,1,17,VBN
relocated,0,17,VBN
published,6,17,VBN
sucked,2,17,VBN
recommended,3,17,VBN
encouraging,3,17,VBG
link,1,16,NN
norm,2,16,NN
decade,4,16,NN
duty,2,16,NN
reside,0,16,NN
article,0,16,NN
satf,2,16,NN
amounts,1,16,NNS
blown,1,16,NN
worldwide,5,16,NN
newspapers,0,16,NNS
beliefs,1,16,NNS
magnitude,0,16,NN
scene,2,16,NN
outlets,2,16,NNS
rise,1,16,NN
percentage,4,16,NN
comply,2,16,NN
wheelchairs,1,16,NNS
morale,0,16,NN
trade,1,16,NN
angel,0,16,NN
fans,1,16,NNS
lacy,3,16,NN
populations,0,16,NNS
survivor,2,16,NN
ward,1,16,NN
include,3,16,NN
heck,3,16,NN
interview,1,16,NN
possession,3,16,NN
sun,4,16,NN
accident,1,16,NN
quit,1,16,NN
truck,3,16,NN
companies,2,16,NNS
corpus,0,16,NN
liquid,2,16,NN
governors,1,16,NNS
shelter,4,16,NN
design,4,16,NN
psychiatric,0,16,NN
goodbye,6,16,NN
slave,1,16,NN
calipatria,1,16,NNS
chairs,3,16,NNS
arms,6,16,NNS
wound,1,16,NN
machines,1,16,NNS
females,0,16,NNS
fearful,1,16,NN
rush,2,16,NN
station,4,16,NN
portion,2,16,NN
incidents,2,16,NNS
trauma,3,16,NN
intentions,0,16,NNS
thatll,3,16,NN
presence,2,16,NN
options,4,16,NNS
vitamins,1,16,NNS
hoax,0,16,NN
warehouse,1,16,NN
quarter,2,16,NN
adseg,1,16,NN
destroyed,1,16,NN
rain,0,16,NN
locations,0,16,NNS
notes,1,16,NNS
inches,0,16,NNS
mentality,4,16,NN
cities,2,16,NNS
violations,1,16,NNS
wednesday,1,16,NN
quote,1,16,NN
lifestyle,5,16,NN
transportation,5,16,NN
14th,0,16,NNS
stops,2,16,NNS
standards,0,16,NNS
opposite,2,16,NN
convicts,0,16,NNS
zombie,4,16,NN
gentleman,4,16,NN
volunteer,2,16,NN
sneeze,1,16,NN
breaks,8,16,NNS
ordeal,2,16,NN
pregnant,0,16,NN
shields,0,16,NNS
offense,1,16,NN
liability,1,16,NN
facetime,2,16,NN
tunnel,4,16,NN
dated,2,16,VBN
switched,1,16,VBN
requires,3,16,VBZ
classified,0,16,VBN
improve,4,16,VB
tripping,2,16,VBG
replace,3,16,VB
spraying,1,16,VBG
combined,2,16,VBN
fucked,2,16,VBN
kidding,2,16,VBG
falsified,1,16,VBN
warning,6,16,VBG
terrified,7,16,VBN
distributed,3,16,VBN
struggled,3,16,VBN
appears,3,16,VBZ
failing,1,16,VBG
thanksgiving,4,16,VBG
shocked,2,16,VBN
alleged,0,16,VBN
saving,5,16,VBG
attending,5,16,VBG
encouraged,4,16,VBN
damaged,1,16,VBN
claiming,0,16,VBG
depend,3,15,NN
tall,5,15,NN
administrators,0,15,NNS
judges,1,15,NNS
injustice,6,15,NN
proposition,0,15,NN
suboxone,0,15,NN
aka,1,15,NN
career,5,15,NN
da,3,15,NN
statement,1,15,NN
environments,1,15,NNS
diseases,4,15,NNS
mexico,6,15,NN
wet,4,15,NN
petty,3,15,NN
shell,3,15,NN
outlet,4,15,NN
updates,2,15,NNS
economy,5,15,NN
steal,2,15,NN
sir,2,15,NN
notify,3,15,NN
settings,2,15,NNS
vacation,0,15,NN
hearings,2,15,NNS
nephew,1,15,NN
firsthand,3,15,NN
ties,2,15,NNS
awesome,4,15,NN
apple,0,15,NN
comment,0,15,NN
transport,2,15,NN
welfare,1,15,NN
blacks,3,15,NNS
guidance,4,15,NN
bipolar,1,15,NN
foul,0,15,NN
pleasure,9,15,NN
advance,2,15,NN
app,2,15,NN
impression,0,15,NN
discuss,0,15,NN
surface,1,15,NN
mattresses,0,15,NNS
press,0,15,NN
dozen,0,15,NN
religion,7,15,NN
misconduct,0,15,NN
encouragement,11,15,NN
fiveminute,0,15,NN
assistant,4,15,NN
francisco,1,15,NN
artist,4,15,NN
ya,4,15,NN
vocation,1,15,NN
fresno,4,15,NN
measure,4,15,NN
captains,4,15,NNS
data,0,15,NNS
sicker,1,15,NN
trip,4,15,NN
writer,2,15,NN
appointments,0,15,NNS
bleeding,0,15,NN
diagnosis,2,15,NN
tryna,1,15,NN
worn,1,15,NN
remind,4,15,NN
ventilator,0,15,NN
feedback,1,15,NN
courtroom,2,15,NN
liver,1,15,NN
primary,2,15,NN
r,2,15,NN
vocations,1,15,NNS
carts,0,15,NNS
importance,1,15,NN
elaborate,3,15,NN
twelve,0,15,NN
heal,3,15,NN
spots,0,15,NNS
legs,1,15,NNS
